('2018-04-03 15:59:47.701592', 1522785587701591550, 'Subject', 'lsof', '2018-04-03 13:14:39.611822632~2018-04-03 16:02:55.071588226_0')
('2018-04-03 15:58:01.381593', 1522785481381593260, 'File', '/usr/home/user/eraseme/www.igodigital.com/images/clear.gif', '2018-04-03 11:38:00.411945163~2018-04-03 16:02:55.091587698_0')
('2018-04-03 16:02:55.091588', 1522785775091587698, 'File', '/usr/home/user/eraseme/www.uitp.com/index.html', '2018-04-03 11:38:00.411945163~2018-04-03 16:02:55.091587698_0')
('2018-04-03 15:58:01.381593', 1522785481381593260, 'File', '/dev/tty', '2018-04-03 11:38:00.411945163~2018-04-03 16:02:55.091587698_0')
('2018-04-03 15:58:01.411593', 1522785481411592938, 'File', '/usr/home/user/eraseme/www.igodigital.com/images/customers.gif', '2018-04-03 11:38:00.411945163~2018-04-03 16:02:55.091587698_0')
('2018-04-03 15:58:01.431596', 1522785481431595960, 'File', '/usr/home/user/eraseme/www.igodigital.com/images/b_viewDemos.gif', '2018-04-03 11:38:00.411945163~2018-04-03 16:02:55.091587698_0')
('2018-04-03 15:58:01.451593', 1522785481451592823, 'File', '/usr/home/user/eraseme/www.igodigital.com/images/shaddow.gif', '2018-04-03 11:38:00.411945163~2018-04-03 16:02:55.091587698_0')
('2018-04-03 15:58:01.471593', 1522785481471593444, 'File', '/usr/home/user/eraseme/www.igodigital.com/images/bg.gif', '2018-04-03 11:38:00.411945163~2018-04-03 16:02:55.091587698_0')
('2018-04-03 16:02:55.031587', 1522785775031586512, 'File', '/etc/nsswitch.conf', '2018-04-03 11:38:00.411945163~2018-04-03 16:02:55.091587698_0')
('2018-04-03 15:58:01.151596', 1522785481151595572, 'File', '/usr/share/zoneinfo/UTC', '2018-04-03 11:38:00.411945163~2018-04-03 16:02:55.091587698_0')
('2018-04-03 15:58:01.091597', 1522785481091596986, 'File', '/etc/resolv.conf', '2018-04-03 11:38:00.411945163~2018-04-03 16:02:55.091587698_0')
('2018-04-03 16:02:55.081588', 1522785775081587872, 'Subject', 'wget', '2018-04-03 11:38:00.411945163~2018-04-03 16:02:55.091587698_0')
('2018-04-03 15:58:01.461595', 1522785481461594918, 'Subject', 'wget', '2018-04-03 11:38:00.411945163~2018-04-03 16:02:55.091587698_0')
('2018-04-03 16:00:00.021595', 1522785600021595433, 'File', '/home/frank/Archives.lock', '2018-04-03 16:00:00.021595433~2018-04-03 16:00:01.491591038_0')
('2018-04-03 16:00:01.491591', 1522785601491591038, 'File', '/var/log/maillog.0', '2018-04-03 16:00:00.021595433~2018-04-03 16:00:01.491591038_0')
('2018-04-03 13:19:27.811806', 1522775967811805751, 'File', '/var/log/salt/minion', '2018-04-03 13:19:27.811805751~2018-04-03 13:19:29.091807132_0')
('2018-04-03 13:19:29.081809', 1522775969081808988, 'File', '/var/cache/salt/minion/proc/20180403171927846727', '2018-04-03 13:19:27.811805751~2018-04-03 13:19:29.091807132_0')
('2018-04-03 13:19:29.091807', 1522775969091807132, 'File', '/usr/local/lib/python2.7/site-packages/salt/modules/config.pyc', '2018-04-03 13:19:27.811805751~2018-04-03 13:19:29.091807132_0')
('2018-04-03 13:19:29.081809', 1522775969081808988, 'File', '/usr/local/lib/python2.7/site-packages/salt/modules/mine.pyc', '2018-04-03 13:19:27.811805751~2018-04-03 13:19:29.091807132_0')
('2018-04-03 13:19:29.091807', 1522775969091807132, 'File', '/usr/local/lib/python2.7/site-packages/salt/modules/config.py', '2018-04-03 13:19:27.811805751~2018-04-03 13:19:29.091807132_0')
('2018-04-03 13:19:27.831809', 1522775967831808899, 'File', '/usr/local/lib/python2.7/site-packages/salt/modules/inspectlib', '2018-04-03 13:19:27.811805751~2018-04-03 13:19:29.091807132_0')
('2018-04-03 13:19:27.831809', 1522775967831808899, 'File', '/usr/local/lib/python2.7/site-packages/salt/modules', '2018-04-03 13:19:27.811805751~2018-04-03 13:19:29.091807132_0')
('2018-04-03 13:19:29.081809', 1522775969081808988, 'File', '/usr/local/lib/python2.7/site-packages/salt/modules/mine.py', '2018-04-03 13:19:27.811805751~2018-04-03 13:19:29.091807132_0')
('2018-04-03 15:58:47.221593', 1522785527221592694, 'File', '/etc/pwd.db', '2018-04-03 13:14:39.671824967~2018-04-03 16:02:54.611606789_0')
('2018-04-03 13:19:19.261807', 1522775959261806503, 'File', '/usr/local/bin/alpine', '2018-04-03 13:14:39.671824967~2018-04-03 16:02:54.611606789_0')
('2018-04-03 13:15:25.181813', 1522775725181812640, 'File', '/tmp/.31.29ad6', '2018-04-03 13:14:39.671824967~2018-04-03 16:02:54.611606789_0')
('2018-04-03 13:19:29.371807', 1522775969371806638, 'File', '/home/user/.pine-debug3', '2018-04-03 13:14:39.671824967~2018-04-03 16:02:54.611606789_0')
('2018-04-03 13:15:25.131816', 1522775725131815730, 'File', '/etc/pwd.db', '2018-04-03 13:14:39.671824967~2018-04-03 16:02:54.611606789_0')
('2018-04-03 13:19:19.331808', 1522775959331807652, 'File', '/usr/share/misc/termcap.db', '2018-04-03 13:14:39.671824967~2018-04-03 16:02:54.611606789_0')
('2018-04-03 13:16:53.681812', 1522775813681812088, 'File', '/dev/tty', '2018-04-03 13:14:39.671824967~2018-04-03 16:02:54.611606789_0')
('2018-04-03 13:15:25.281824', 1522775725281823542, 'File', '/var/mail/user', '2018-04-03 13:14:39.671824967~2018-04-03 16:02:54.611606789_0')
('2018-04-03 13:16:53.671810', 1522775813671809643, 'File', '/usr/share/zoneinfo/posixrules', '2018-04-03 13:14:39.671824967~2018-04-03 16:02:54.611606789_0')
('2018-04-03 13:19:19.261807', 1522775959261806503, 'File', '/var/run/ld-elf.so.hints', '2018-04-03 13:14:39.671824967~2018-04-03 16:02:54.611606789_0')
('2018-04-03 13:15:25.211824', 1522775725211823753, 'File', '/usr/share/zoneinfo/UTC', '2018-04-03 13:14:39.671824967~2018-04-03 16:02:54.611606789_0')
('2018-04-03 15:58:01.951594', 1522785481951594303, 'File', '/home/user/.bash_history', '2018-04-03 13:14:39.671824967~2018-04-03 16:02:54.611606789_0')
('2018-04-03 16:02:54.581600', 1522785774581599701, 'File', '/usr/local/bin/bash', '2018-04-03 13:14:39.671824967~2018-04-03 16:02:54.611606789_0')
('2018-04-03 16:02:54.601599', 1522785774601598713, 'File', '/etc/pwd.db', '2018-04-03 13:14:39.671824967~2018-04-03 16:02:54.611606789_0')
('2018-04-03 15:51:53.821606', 1522785113821605666, 'File', '/usr/share/misc/termcap.db', '2018-04-03 13:14:39.671824967~2018-04-03 16:02:54.611606789_0')
('2018-04-03 15:52:04.241605', 1522785124241604679, 'File', '/dev/tty', '2018-04-03 13:14:39.671824967~2018-04-03 16:02:54.611606789_0')
('2018-04-03 15:58:00.641598', 1522785480641598065, 'File', '/var/run/ld-elf.so.hints', '2018-04-03 13:14:39.671824967~2018-04-03 16:02:54.611606789_0')
('2018-04-03 16:02:54.611607', 1522785774611606789, 'File', '/home/user/.profile', '2018-04-03 13:14:39.671824967~2018-04-03 16:02:54.611606789_0')
('2018-04-03 16:02:54.581600', 1522785774581599701, 'File', '/etc/login.conf', '2018-04-03 13:14:39.671824967~2018-04-03 16:02:54.611606789_0')
('2018-04-03 15:58:00.651601', 1522785480651600801, 'File', '/etc/nsswitch.conf', '2018-04-03 13:14:39.671824967~2018-04-03 16:02:54.611606789_0')
('2018-04-03 16:00:00.811592', 1522785600811591749, 'File', '/etc/pwd.db', '2018-04-03 13:14:39.671824967~2018-04-03 16:02:54.611606789_0')
('2018-04-03 15:51:53.951606', 1522785113951605701, 'File', '/usr/share/misc/termcap.db', '2018-04-03 13:14:39.671824967~2018-04-03 16:02:54.611606789_0')
('2018-04-03 15:49:41.671606', 1522784981671606133, 'File', '/etc/pwd.db', '2018-04-03 13:14:39.671824967~2018-04-03 16:02:54.611606789_0')
('2018-04-03 13:14:39.881816', 1522775679881816284, 'File', '/var/mail/user', '2018-04-03 13:14:39.671824967~2018-04-03 16:02:54.611606789_0')
('2018-04-03 13:14:39.671825', 1522775679671824967, 'File', '/etc/pwd.db', '2018-04-03 13:14:39.671824967~2018-04-03 16:02:54.611606789_0')
('2018-04-03 16:00:00.821592', 1522785600821591935, 'Subject', 'imapd', '2018-04-03 11:30:01.071955493~2018-04-03 16:00:01.051590643_0')
('2018-04-03 16:00:00.841594', 1522785600841593866, 'File', '/tmp/.31.29ada', '2018-04-03 11:30:01.071955493~2018-04-03 16:00:01.051590643_0')
('2018-04-03 11:30:01.071955', 1522769401071955493, 'Netflow', '128.55.12.166:33748', '2018-04-03 11:30:01.071955493~2018-04-03 16:00:01.051590643_0')
('2018-04-03 11:30:01.451954', 1522769401451953934, 'Netflow', '128.55.12.166:59506', '2018-04-03 11:30:01.071955493~2018-04-03 16:00:01.051590643_0')
('2018-04-03 16:00:00.611591', 1522785600611591088, 'File', '/usr/local/libexec/imapd', '2018-04-03 11:30:01.071955493~2018-04-03 16:00:01.051590643_0')
('2018-04-03 16:00:00.821592', 1522785600821591935, 'Netflow', '128.55.12.10:53', '2018-04-03 11:30:01.071955493~2018-04-03 16:00:01.051590643_0')
('2018-04-03 16:00:00.811592', 1522785600811591749, 'File', '/etc/pwd.db', '2018-04-03 11:30:01.071955493~2018-04-03 16:00:01.051590643_0')
('2018-04-03 16:00:00.801595', 1522785600801595022, 'File', '/etc/spwd.db', '2018-04-03 11:30:01.071955493~2018-04-03 16:00:01.051590643_0')
('2018-04-03 16:00:00.611591', 1522785600611591088, 'File', '/var/run/ld-elf.so.hints', '2018-04-03 11:30:01.071955493~2018-04-03 16:00:01.051590643_0')
('2018-04-03 16:00:00.801595', 1522785600801595022, 'File', '/usr/local/etc/c-client.cf', '2018-04-03 11:30:01.071955493~2018-04-03 16:00:01.051590643_0')
('2018-04-03 16:00:00.761592', 1522785600761592368, 'File', '/etc/pam.d/imap', '2018-04-03 11:30:01.071955493~2018-04-03 16:00:01.051590643_0')
('2018-04-03 16:00:00.641592', 1522785600641592366, 'File', '/usr/share/zoneinfo/posixrules', '2018-04-03 11:30:01.071955493~2018-04-03 16:00:01.051590643_0')
('2018-04-03 13:18:14.431809', 1522775894431808735, 'File', '/tmp/.31.29d08', '2018-04-03 11:30:01.071955493~2018-04-03 16:00:01.051590643_0')
('2018-04-03 13:17:30.151821', 1522775850151820906, 'File', '/home/george/Sent', '2018-04-03 11:30:01.071955493~2018-04-03 16:00:01.051590643_0')
('2018-04-03 13:17:51.711808', 1522775871711807930, 'File', '/var/mail/george', '2018-04-03 11:30:01.071955493~2018-04-03 16:00:01.051590643_0')
('2018-04-03 13:17:16.391810', 1522775836391810078, 'File', '/tmp/.31.29adf', '2018-04-03 11:30:01.071955493~2018-04-03 16:00:01.051590643_0')
('2018-04-03 13:14:50.921816', 1522775690921816352, 'Netflow', '128.55.12.118:37614', '2018-04-03 11:30:01.071955493~2018-04-03 16:00:01.051590643_0')
('2018-04-03 13:18:35.791813', 1522775915791812507, 'Netflow', '128.55.12.118:37623', '2018-04-03 11:30:01.071955493~2018-04-03 16:00:01.051590643_0')
('2018-04-03 13:17:30.151821', 1522775850151820906, 'Netflow', '128.55.12.118:37616', '2018-04-03 11:30:01.071955493~2018-04-03 16:00:01.051590643_0')
('2018-04-03 13:14:39.531814', 1522775679531813588, 'File', '/tmp/tmp.Ekg0X6', '2018-04-03 11:30:01.071955493~2018-04-03 16:00:01.051590643_0')
('2018-04-03 13:18:35.851815', 1522775915851814562, 'Netflow', '128.55.12.118:37619', '2018-04-03 11:30:01.071955493~2018-04-03 16:00:01.051590643_0')
('2018-04-03 13:18:35.781810', 1522775915781809723, 'Netflow', '128.55.12.118:37620', '2018-04-03 11:30:01.071955493~2018-04-03 16:00:01.051590643_0')
('2018-04-03 13:18:14.411810', 1522775894411810037, 'Netflow', '128.55.12.118:37621', '2018-04-03 11:30:01.071955493~2018-04-03 16:00:01.051590643_0')
('2018-04-03 13:14:29.111824', 1522775669111823737, 'Netflow', '128.55.12.118:37612', '2018-04-03 11:30:01.071955493~2018-04-03 16:00:01.051590643_0')
('2018-04-03 13:14:50.981813', 1522775690981813327, 'Netflow', '128.55.12.118:37611', '2018-04-03 11:30:01.071955493~2018-04-03 16:00:01.051590643_0')
('2018-04-03 13:18:23.911811', 1522775903911810648, 'File', '/tmp/tmp.OX9SOV', '2018-04-03 11:30:01.071955493~2018-04-03 16:00:01.051590643_0')
('2018-04-03 13:17:40.201812', 1522775860201811545, 'File', '/tmp/tmp.DcKbpZ', '2018-04-03 11:30:01.071955493~2018-04-03 16:00:01.051590643_0')
('2018-04-03 13:17:51.671813', 1522775871671813043, 'Netflow', '128.55.12.118:37618', '2018-04-03 11:30:01.071955493~2018-04-03 16:00:01.051590643_0')
('2018-04-03 13:17:16.481812', 1522775836481812155, 'Netflow', '128.55.12.118:37615', '2018-04-03 11:30:01.071955493~2018-04-03 16:00:01.051590643_0')
('2018-04-03 13:14:15.441813', 1522775655441813368, 'File', '/home/george/.mailboxlist', '2018-04-03 11:30:01.071955493~2018-04-03 16:00:01.051590643_0')
('2018-04-03 13:18:14.021814', 1522775894021814335, 'File', '/home/george/Archives', '2018-04-03 11:30:01.071955493~2018-04-03 16:00:01.051590643_0')
('2018-04-03 13:14:29.071814', 1522775669071814481, 'File', '/etc/login.conf', '2018-04-03 11:30:01.071955493~2018-04-03 16:00:01.051590643_0')
('2018-04-03 13:14:29.061816', 1522775669061816027, 'File', '/etc/pam.d/other', '2018-04-03 11:30:01.071955493~2018-04-03 16:00:01.051590643_0')
('2018-04-03 16:00:00.741593', 1522785600741592506, 'File', '/etc/services', '2018-04-03 11:30:01.071955493~2018-04-03 16:00:01.051590643_0')
('2018-04-03 16:00:00.731595', 1522785600731594940, 'File', '/usr/share/zoneinfo/UTC', '2018-04-03 11:30:01.071955493~2018-04-03 16:00:01.051590643_0')
('2018-04-03 13:17:29.781810', 1522775849781809772, 'File', '/etc/nsswitch.conf', '2018-04-03 11:30:01.071955493~2018-04-03 16:00:01.051590643_0')
('2018-04-03 16:00:00.801595', 1522785600801595022, 'Netflow', '128.55.12.166:49383', '2018-04-03 11:30:01.071955493~2018-04-03 16:00:01.051590643_0')
('2018-04-03 16:00:01.051591', 1522785601051590643, 'Netflow', '128.55.12.166:33261', '2018-04-03 11:30:01.071955493~2018-04-03 16:00:01.051590643_0')
('2018-04-03 15:52:12.901602', 1522785132901601835, 'Netflow', '10.0.4.1:123', '2018-04-03 15:52:12.901601835~2018-04-03 15:52:12.901601835_0')
('2018-04-03 16:00:00.101596', 1522785600101596011, 'File', '/etc/newsyslog.conf.d/amd.conf', '2018-04-03 16:00:00.081601299~2018-04-03 16:00:00.111593537_0')
('2018-04-03 16:00:00.101596', 1522785600101596011, 'File', '/etc/newsyslog.conf.d/pf.conf', '2018-04-03 16:00:00.081601299~2018-04-03 16:00:00.111593537_0')
('2018-04-03 16:00:00.081601', 1522785600081601299, 'File', '/var/run/ld-elf.so.hints', '2018-04-03 16:00:00.081601299~2018-04-03 16:00:00.111593537_0')
('2018-04-03 16:00:00.111594', 1522785600111593537, 'File', '/etc/spwd.db', '2018-04-03 16:00:00.081601299~2018-04-03 16:00:00.111593537_0')
('2018-04-03 16:00:00.101596', 1522785600101596011, 'File', '/etc/newsyslog.conf.d/ppp.conf', '2018-04-03 16:00:00.081601299~2018-04-03 16:00:00.111593537_0')
('2018-04-03 16:00:00.101596', 1522785600101596011, 'File', '/etc/newsyslog.conf.d/ftp.conf', '2018-04-03 16:00:00.081601299~2018-04-03 16:00:00.111593537_0')
('2018-04-03 16:00:00.101596', 1522785600101596011, 'File', '/etc/newsyslog.conf.d/lpr.conf', '2018-04-03 16:00:00.081601299~2018-04-03 16:00:00.111593537_0')
('2018-04-03 16:00:00.111594', 1522785600111593537, 'File', '/etc/newsyslog.conf.d/sendmail.conf', '2018-04-03 16:00:00.081601299~2018-04-03 16:00:00.111593537_0')
('2018-04-03 15:53:44.651602', 1522785224651601717, 'File', '/var/run/ld-elf.so.hints', '2018-04-03 11:24:18.401961411~2018-04-03 16:04:48.801584755_0')
('2018-04-03 16:00:00.231597', 1522785600231596559, 'File', '/var/run/ld-elf.so.hints', '2018-04-03 11:24:18.401961411~2018-04-03 16:04:48.801584755_0')
('2018-04-03 13:16:53.681812', 1522775813681812088, 'File', '/dev/tty', '2018-04-03 11:24:18.401961411~2018-04-03 16:04:48.801584755_0')
('2018-04-03 13:19:19.261807', 1522775959261806503, 'File', '/var/run/ld-elf.so.hints', '2018-04-03 11:24:18.401961411~2018-04-03 16:04:48.801584755_0')
('2018-04-03 16:02:54.971588', 1522785774971587826, 'File', '/var/run/ld-elf.so.hints', '2018-04-03 11:24:18.401961411~2018-04-03 16:04:48.801584755_0')
('2018-04-03 15:58:01.381593', 1522785481381593260, 'File', '/dev/tty', '2018-04-03 11:24:18.401961411~2018-04-03 16:04:48.801584755_0')
('2018-04-03 15:58:00.631596', 1522785480631595789, 'File', '/dev/tty', '2018-04-03 11:24:18.401961411~2018-04-03 16:04:48.801584755_0')
('2018-04-03 15:58:00.151593', 1522785480151592961, 'File', '/var/run/ld-elf.so.hints', '2018-04-03 11:24:18.401961411~2018-04-03 16:04:48.801584755_0')
('2018-04-03 16:00:00.081601', 1522785600081601299, 'File', '/usr/libexec/save-entropy', '2018-04-03 11:24:18.401961411~2018-04-03 16:04:48.801584755_0')
('2018-04-03 16:00:00.101596', 1522785600101596011, 'File', '/etc/defaults/rc.conf', '2018-04-03 11:24:18.401961411~2018-04-03 16:04:48.801584755_0')
('2018-04-03 16:00:00.031594', 1522785600031593589, 'File', '/etc/spwd.db', '2018-04-03 11:24:18.401961411~2018-04-03 16:04:48.801584755_0')
('2018-04-03 16:00:00.081601', 1522785600081601299, 'File', '/var/run/ld-elf.so.hints', '2018-04-03 11:24:18.401961411~2018-04-03 16:04:48.801584755_0')
('2018-04-03 13:22:00.121804', 1522776120121804357, 'File', '/etc/rc.conf.local', '2018-04-03 11:24:18.401961411~2018-04-03 16:04:48.801584755_0')
('2018-04-03 15:52:04.241605', 1522785124241604679, 'File', '/dev/tty', '2018-04-03 11:24:18.401961411~2018-04-03 16:04:48.801584755_0')
('2018-04-03 15:58:00.641598', 1522785480641598065, 'File', '/var/run/ld-elf.so.hints', '2018-04-03 11:24:18.401961411~2018-04-03 16:04:48.801584755_0')
('2018-04-03 16:00:00.611591', 1522785600611591088, 'File', '/var/run/ld-elf.so.hints', '2018-04-03 11:24:18.401961411~2018-04-03 16:04:48.801584755_0')
('2018-04-03 15:58:01.701594', 1522785481701594353, 'File', '/dev/tty', '2018-04-03 11:24:18.401961411~2018-04-03 16:04:48.801584755_0')
('2018-04-03 16:02:55.311589', 1522785775311588681, 'File', '/usr/home/user/eraseme', '2018-04-03 11:24:18.401961411~2018-04-03 16:04:48.801584755_0')
('2018-04-03 15:58:01.691592', 1522785481691592247, 'File', '/var/run/ld-elf.so.hints', '2018-04-03 11:24:18.401961411~2018-04-03 16:04:48.801584755_0')
('2018-04-03 15:58:00.691595', 1522785480691595105, 'File', '/dev/tty', '2018-04-03 11:24:18.401961411~2018-04-03 16:04:48.801584755_0')
('2018-04-03 15:58:00.681593', 1522785480681593269, 'File', '/usr/share/games/fortune/freebsd-tips', '2018-04-03 11:24:18.401961411~2018-04-03 16:04:48.801584755_0')
('2018-04-03 15:58:00.691595', 1522785480691595105, 'File', '/usr/share/games/fortune/freebsd-tips.dat', '2018-04-03 11:24:18.401961411~2018-04-03 16:04:48.801584755_0')
('2018-04-03 15:51:53.701604', 1522785113701603907, 'File', '/var/run/ld-elf.so.hints', '2018-04-03 11:24:18.401961411~2018-04-03 16:04:48.801584755_0')
('2018-04-03 16:00:00.851592', 1522785600851591862, 'File', '/usr/local/libexec/mlock', '2018-04-03 11:24:18.401961411~2018-04-03 16:04:48.801584755_0')
('2018-04-03 13:18:00.411817', 1522775880411817329, 'File', '/var/run/ld-elf.so.hints', '2018-04-03 11:24:18.401961411~2018-04-03 16:04:48.801584755_0')
('2018-04-03 15:59:46.431592', 1522785586431592006, 'File', '/var/run/ld-elf.so.hints', '2018-04-03 11:24:18.401961411~2018-04-03 16:04:48.801584755_0')
('2018-04-03 15:52:04.081604', 1522785124081604187, 'File', '/dev/tty', '2018-04-03 11:24:18.401961411~2018-04-03 16:04:48.801584755_0')
('2018-04-03 15:54:44.091599', 1522785284091599069, 'File', 'top_procs.txt', '2018-04-03 11:24:18.401961411~2018-04-03 16:04:48.801584755_0')
('2018-04-03 16:04:48.801585', 1522785888801584755, 'File', '/var/run/ld-elf.so.hints', '2018-04-03 11:24:18.401961411~2018-04-03 16:04:48.801584755_0')
('2018-04-03 11:30:07.801957', 1522769407801956909, 'File', '/dev/tty', '2018-04-03 11:24:18.401961411~2018-04-03 16:04:48.801584755_0')
('2018-04-03 13:21:50.871803', 1522776110871802518, 'File', '/var/run/ld-elf.so.hints', '2018-04-03 11:24:18.401961411~2018-04-03 16:04:48.801584755_0')
('2018-04-03 16:02:54.621599', 1522785774621599325, 'File', '/dev/tty', '2018-04-03 11:24:18.401961411~2018-04-03 16:04:48.801584755_0')
('2018-04-03 15:51:53.681604', 1522785113681604275, 'File', '/var/run/ld-elf.so.hints', '2018-04-03 11:24:18.401961411~2018-04-03 16:04:48.801584755_0')
('2018-04-03 16:00:00.061596', 1522785600061596487, 'File', '/var/run/ld-elf.so.hints', '2018-04-03 11:24:18.401961411~2018-04-03 16:04:48.801584755_0')
('2018-04-03 15:59:47.731592', 1522785587731592048, 'File', '/var/run/ld-elf.so.hints', '2018-04-03 11:24:18.401961411~2018-04-03 16:04:48.801584755_0')
('2018-04-03 13:20:48.741813', 1522776048741813243, 'File', '/dev/tty', '2018-04-03 11:24:18.401961411~2018-04-03 16:04:48.801584755_0')
('2018-04-03 13:20:48.731808', 1522776048731808249, 'File', '/var/run/ld-elf.so.hints', '2018-04-03 11:24:18.401961411~2018-04-03 16:04:48.801584755_0')
