('2018-04-03 15:59:47.701592', 1522785587701591550, 'Netflow', '128.55.12.10:53', 'EVENT_RECVFROM', 'Subject', 'lsof', '2018-04-03 13:14:39.611822632~2018-04-03 16:02:55.071588226_0')
('2018-04-03 13:14:39.071813', 1522775679071813308, 'Subject', 'proxymap', 'EVENT_OPEN', 'File', '/usr/local/libexec/postfix/dynamicmaps.cf', '2018-04-03 11:30:06.991954772~2018-04-03 16:02:55.031586512_0')
('2018-04-03 13:14:39.051814', 1522775679051813839, 'Subject', 'proxymap', 'EVENT_CLOSE', 'File', '/usr/share/zoneinfo/posixrules', '2018-04-03 11:30:06.991954772~2018-04-03 16:02:55.031586512_0')
('2018-04-03 13:17:39.791811', 1522775859791811435, 'Subject', 'proxymap', 'EVENT_OPEN', 'File', '/var/run/ld-elf.so.hints', '2018-04-03 11:30:06.991954772~2018-04-03 16:02:55.031586512_0')
('2018-04-03 13:17:39.831810', 1522775859831809852, 'Subject', 'proxymap', 'EVENT_OPEN', 'File', '/usr/share/zoneinfo/UTC', '2018-04-03 11:30:06.991954772~2018-04-03 16:02:55.031586512_0')
('2018-04-03 13:17:39.841812', 1522775859841811746, 'Subject', 'proxymap', 'EVENT_OPEN', 'File', '/etc/nsswitch.conf', '2018-04-03 11:30:06.991954772~2018-04-03 16:02:55.031586512_0')
('2018-04-03 13:17:39.981810', 1522775859981810054, 'Subject', 'trivial-rewrite', 'EVENT_OPEN', 'File', '/usr/local/libexec/postfix/dynamicmaps.cf.d/pcre.cf', '2018-04-03 11:30:06.991954772~2018-04-03 16:02:55.031586512_0')
('2018-04-03 13:17:39.991809', 1522775859991809348, 'Subject', 'trivial-rewrite', 'EVENT_OPEN', 'File', '/etc/spwd.db', '2018-04-03 11:30:06.991954772~2018-04-03 16:02:55.031586512_0')
('2018-04-03 13:14:39.221815', 1522775679221815090, 'Subject', 'trivial-rewrite', 'EVENT_EXECUTE', 'File', '/usr/local/libexec/postfix/trivial-rewrite', '2018-04-03 11:30:06.991954772~2018-04-03 16:02:55.031586512_0')
('2018-04-03 13:14:39.271813', 1522775679271813401, 'Subject', 'trivial-rewrite', 'EVENT_OPEN', 'File', '/usr/local/etc/postfix/main.cf', '2018-04-03 11:30:06.991954772~2018-04-03 16:02:55.031586512_0')
('2018-04-03 13:17:39.981810', 1522775859981810054, 'Subject', 'trivial-rewrite', 'EVENT_OPEN', 'File', '/usr/local/libexec/postfix/dynamicmaps.cf', '2018-04-03 11:30:06.991954772~2018-04-03 16:02:55.031586512_0')
('2018-04-03 13:14:39.261816', 1522775679261815627, 'Subject', 'trivial-rewrite', 'EVENT_OPEN', 'File', '/usr/share/zoneinfo/posixrules', '2018-04-03 11:30:06.991954772~2018-04-03 16:02:55.031586512_0')
('2018-04-03 13:14:39.231814', 1522775679231813664, 'Subject', 'trivial-rewrite', 'EVENT_OPEN', 'File', '/var/run/ld-elf.so.hints', '2018-04-03 11:30:06.991954772~2018-04-03 16:02:55.031586512_0')
('2018-04-03 13:14:39.261816', 1522775679261815627, 'Subject', 'trivial-rewrite', 'EVENT_CLOSE', 'File', '/usr/share/zoneinfo/UTC', '2018-04-03 11:30:06.991954772~2018-04-03 16:02:55.031586512_0')
('2018-04-03 13:14:39.291813', 1522775679291812609, 'Subject', 'trivial-rewrite', 'EVENT_OPEN', 'File', '/usr/local/etc/postfix/virtual.db', '2018-04-03 11:30:06.991954772~2018-04-03 16:02:55.031586512_0')
('2018-04-03 13:17:39.971811', 1522775859971811240, 'Subject', 'trivial-rewrite', 'EVENT_CLOSE', 'File', '/etc/nsswitch.conf', '2018-04-03 11:30:06.991954772~2018-04-03 16:02:55.031586512_0')
('2018-04-03 13:14:39.191813', 1522775679191812688, 'Subject', 'anvil', 'EVENT_OPEN', 'File', '/usr/local/libexec/postfix/dynamicmaps.cf.d/pcre.cf', '2018-04-03 11:30:06.991954772~2018-04-03 16:02:55.031586512_0')
('2018-04-03 13:14:39.121815', 1522775679121815368, 'Subject', 'anvil', 'EVENT_EXECUTE', 'File', '/usr/local/libexec/postfix/anvil', '2018-04-03 11:30:06.991954772~2018-04-03 16:02:55.031586512_0')
('2018-04-03 13:14:39.191813', 1522775679191812688, 'Subject', 'anvil', 'EVENT_OPEN', 'File', '/etc/spwd.db', '2018-04-03 11:30:06.991954772~2018-04-03 16:02:55.031586512_0')
('2018-04-03 13:14:39.171817', 1522775679171817469, 'Subject', 'anvil', 'EVENT_OPEN', 'File', '/usr/local/etc/postfix/main.cf', '2018-04-03 11:30:06.991954772~2018-04-03 16:02:55.031586512_0')
('2018-04-03 13:14:39.191813', 1522775679191812688, 'Subject', 'anvil', 'EVENT_OPEN', 'File', '/usr/local/libexec/postfix/dynamicmaps.cf', '2018-04-03 11:30:06.991954772~2018-04-03 16:02:55.031586512_0')
('2018-04-03 13:14:39.171817', 1522775679171817469, 'Subject', 'anvil', 'EVENT_CLOSE', 'File', '/usr/share/zoneinfo/posixrules', '2018-04-03 11:30:06.991954772~2018-04-03 16:02:55.031586512_0')
('2018-04-03 13:14:39.131814', 1522775679131813853, 'Subject', 'anvil', 'EVENT_CLOSE', 'File', '/var/run/ld-elf.so.hints', '2018-04-03 11:30:06.991954772~2018-04-03 16:02:55.031586512_0')
('2018-04-03 13:14:39.161823', 1522775679161822775, 'Subject', 'anvil', 'EVENT_CLOSE', 'File', '/usr/share/zoneinfo/UTC', '2018-04-03 11:30:06.991954772~2018-04-03 16:02:55.031586512_0')
('2018-04-03 16:00:00.111594', 1522785600111593537, 'Subject', 'newsyslog', 'EVENT_OPEN', 'File', '/etc/spwd.db', '2018-04-03 11:30:06.991954772~2018-04-03 16:02:55.031586512_0')
('2018-04-03 16:02:55.071588', 1522785775071588226, 'Netflow', '128.55.12.10:53', 'EVENT_RECVFROM', 'Subject', 'wget', '2018-04-03 11:38:00.411945163~2018-04-03 16:02:55.091587698_0')
('2018-04-03 11:38:00.411945', 1522769880411945163, 'Subject', 'wget', 'EVENT_OPEN', 'File', '/usr/home/user/eraseme/index.html', '2018-04-03 11:38:00.411945163~2018-04-03 16:02:55.091587698_0')
('2018-04-03 16:02:55.071588', 1522785775071588226, 'Subject', 'wget', 'EVENT_WRITE', 'Netflow', '212.190.125.38:80', '2018-04-03 11:38:00.411945163~2018-04-03 16:02:55.091587698_0')
('2018-04-03 16:02:55.071588', 1522785775071588226, 'Subject', 'wget', 'EVENT_SENDTO', 'Netflow', '128.55.12.10:53', '2018-04-03 11:38:00.411945163~2018-04-03 16:02:55.091587698_0')
('2018-04-03 16:02:55.091588', 1522785775091587698, 'Subject', 'wget', 'EVENT_OPEN', 'File', '/usr/local/lib/charset.alias', '2018-04-03 11:38:00.411945163~2018-04-03 16:02:55.091587698_0')
('2018-04-03 16:02:54.991594', 1522785774991593668, 'Subject', 'wget', 'EVENT_CLOSE', 'File', '/usr/local/etc/wgetrc', '2018-04-03 11:38:00.411945163~2018-04-03 16:02:55.091587698_0')
('2018-04-03 16:02:54.971588', 1522785774971587826, 'Subject', 'wget', 'EVENT_CLOSE', 'File', '/var/run/ld-elf.so.hints', '2018-04-03 11:38:00.411945163~2018-04-03 16:02:55.091587698_0')
('2018-04-03 15:58:01.151596', 1522785481151595572, 'Subject', 'wget', 'EVENT_OPEN', 'File', '/usr/share/zoneinfo/posixrules', '2018-04-03 11:38:00.411945163~2018-04-03 16:02:55.091587698_0')
('2018-04-03 15:58:01.481594', 1522785481481593701, 'Subject', 'wget', 'EVENT_WRITE', 'Netflow', '216.87.162.115:80', '2018-04-03 11:38:00.411945163~2018-04-03 16:02:55.091587698_0')
('2018-04-03 15:58:01.121611', 1522785481121611024, 'Subject', 'wget', 'EVENT_WRITE', 'File', '/usr/home/user/eraseme/www.igodigital.com/index.html', '2018-04-03 11:38:00.411945163~2018-04-03 16:02:55.091587698_0')
('2018-04-03 15:58:01.141596', 1522785481141595816, 'Subject', 'wget', 'EVENT_WRITE', 'File', '/usr/home/user/eraseme/www.igodigital.com/style.css', '2018-04-03 11:38:00.411945163~2018-04-03 16:02:55.091587698_0')
('2018-04-03 15:58:01.161597', 1522785481161596588, 'Subject', 'wget', 'EVENT_WRITE', 'File', '/usr/home/user/eraseme/www.igodigital.com/ieupdate.js', '2018-04-03 11:38:00.411945163~2018-04-03 16:02:55.091587698_0')
('2018-04-03 15:58:01.381593', 1522785481381593260, 'Subject', 'wget', 'EVENT_WRITE', 'File', '/usr/home/user/eraseme/www.igodigital.com/images/clear.gif', '2018-04-03 11:38:00.411945163~2018-04-03 16:02:55.091587698_0')
('2018-04-03 16:02:55.091588', 1522785775091587698, 'Subject', 'wget', 'EVENT_WRITE', 'File', '/usr/home/user/eraseme/www.uitp.com/index.html', '2018-04-03 11:38:00.411945163~2018-04-03 16:02:55.091587698_0')
('2018-04-03 15:58:01.381593', 1522785481381593260, 'Subject', 'wget', 'EVENT_WRITE', 'File', '/dev/tty', '2018-04-03 11:38:00.411945163~2018-04-03 16:02:55.091587698_0')
('2018-04-03 15:58:01.411593', 1522785481411592938, 'Subject', 'wget', 'EVENT_WRITE', 'File', '/usr/home/user/eraseme/www.igodigital.com/images/customers.gif', '2018-04-03 11:38:00.411945163~2018-04-03 16:02:55.091587698_0')
('2018-04-03 15:58:01.431596', 1522785481431595960, 'Subject', 'wget', 'EVENT_WRITE', 'File', '/usr/home/user/eraseme/www.igodigital.com/images/b_viewDemos.gif', '2018-04-03 11:38:00.411945163~2018-04-03 16:02:55.091587698_0')
('2018-04-03 15:58:01.451593', 1522785481451592823, 'Subject', 'wget', 'EVENT_WRITE', 'File', '/usr/home/user/eraseme/www.igodigital.com/images/shaddow.gif', '2018-04-03 11:38:00.411945163~2018-04-03 16:02:55.091587698_0')
('2018-04-03 15:58:01.471593', 1522785481471593444, 'Subject', 'wget', 'EVENT_WRITE', 'File', '/usr/home/user/eraseme/www.igodigital.com/images/bg.gif', '2018-04-03 11:38:00.411945163~2018-04-03 16:02:55.091587698_0')
('2018-04-03 16:02:55.031587', 1522785775031586512, 'Subject', 'wget', 'EVENT_CLOSE', 'File', '/etc/nsswitch.conf', '2018-04-03 11:38:00.411945163~2018-04-03 16:02:55.091587698_0')
('2018-04-03 15:58:01.151596', 1522785481151595572, 'Subject', 'wget', 'EVENT_CLOSE', 'File', '/usr/share/zoneinfo/UTC', '2018-04-03 11:38:00.411945163~2018-04-03 16:02:55.091587698_0')
('2018-04-03 15:58:01.091597', 1522785481091596986, 'Subject', 'wget', 'EVENT_CLOSE', 'File', '/etc/resolv.conf', '2018-04-03 11:38:00.411945163~2018-04-03 16:02:55.091587698_0')
('2018-04-03 16:02:55.081588', 1522785775081587872, 'Netflow', '212.190.125.38:80', 'EVENT_RECVFROM', 'Subject', 'wget', '2018-04-03 11:38:00.411945163~2018-04-03 16:02:55.091587698_0')
('2018-04-03 15:58:01.461595', 1522785481461594918, 'Netflow', '216.87.162.115:80', 'EVENT_RECVFROM', 'Subject', 'wget', '2018-04-03 11:38:00.411945163~2018-04-03 16:02:55.091587698_0')
('2018-04-03 16:00:00.021595', 1522785600021595433, 'Subject', 'syslogd', 'EVENT_WRITE', 'File', '/home/frank/Archives.lock', '2018-04-03 16:00:00.021595433~2018-04-03 16:00:01.491591038_0')
('2018-04-03 16:00:01.491591', 1522785601491591038, 'Subject', 'syslogd', 'EVENT_WRITE', 'File', '/var/log/maillog.0', '2018-04-03 16:00:00.021595433~2018-04-03 16:00:01.491591038_0')
('2018-04-03 13:19:27.811806', 1522775967811805751, 'Subject', 'python2.7', 'EVENT_WRITE', 'File', '/var/log/salt/minion', '2018-04-03 13:19:27.811805751~2018-04-03 13:19:29.091807132_0')
('2018-04-03 13:19:29.081809', 1522775969081808988, 'Subject', 'python2.7', 'EVENT_WRITE', 'File', '/var/cache/salt/minion/proc/20180403171927846727', '2018-04-03 13:19:27.811805751~2018-04-03 13:19:29.091807132_0')
('2018-04-03 13:19:29.091807', 1522775969091807132, 'Subject', 'python2.7', 'EVENT_OPEN', 'File', '/usr/local/lib/python2.7/site-packages/salt/modules/config.pyc', '2018-04-03 13:19:27.811805751~2018-04-03 13:19:29.091807132_0')
('2018-04-03 13:19:29.081809', 1522775969081808988, 'Subject', 'python2.7', 'EVENT_OPEN', 'File', '/usr/local/lib/python2.7/site-packages/salt/modules/mine.pyc', '2018-04-03 13:19:27.811805751~2018-04-03 13:19:29.091807132_0')
('2018-04-03 13:19:29.091807', 1522775969091807132, 'Subject', 'python2.7', 'EVENT_OPEN', 'File', '/usr/local/lib/python2.7/site-packages/salt/modules/config.py', '2018-04-03 13:19:27.811805751~2018-04-03 13:19:29.091807132_0')
('2018-04-03 13:19:27.831809', 1522775967831808899, 'Subject', 'python2.7', 'EVENT_OPEN', 'File', '/usr/local/lib/python2.7/site-packages/salt/modules/inspectlib', '2018-04-03 13:19:27.811805751~2018-04-03 13:19:29.091807132_0')
('2018-04-03 13:19:27.831809', 1522775967831808899, 'Subject', 'python2.7', 'EVENT_OPEN', 'File', '/usr/local/lib/python2.7/site-packages/salt/modules', '2018-04-03 13:19:27.811805751~2018-04-03 13:19:29.091807132_0')
('2018-04-03 13:19:29.081809', 1522775969081808988, 'Subject', 'python2.7', 'EVENT_OPEN', 'File', '/usr/local/lib/python2.7/site-packages/salt/modules/mine.py', '2018-04-03 13:19:27.811805751~2018-04-03 13:19:29.091807132_0')
('2018-04-03 15:58:47.221593', 1522785527221592694, 'Subject', 'lsof', 'EVENT_OPEN', 'File', '/etc/pwd.db', '2018-04-03 13:14:39.671824967~2018-04-03 16:02:54.611606789_0')
('2018-04-03 13:19:19.261807', 1522775959261806503, 'Subject', 'alpine', 'EVENT_EXECUTE', 'File', '/usr/local/bin/alpine', '2018-04-03 13:14:39.671824967~2018-04-03 16:02:54.611606789_0')
('2018-04-03 13:15:25.181813', 1522775725181812640, 'Subject', 'alpine', 'EVENT_WRITE', 'File', '/tmp/.31.29ad6', '2018-04-03 13:14:39.671824967~2018-04-03 16:02:54.611606789_0')
('2018-04-03 13:19:29.371807', 1522775969371806638, 'Subject', 'alpine', 'EVENT_WRITE', 'File', '/home/user/.pine-debug3', '2018-04-03 13:14:39.671824967~2018-04-03 16:02:54.611606789_0')
('2018-04-03 13:15:25.131816', 1522775725131815730, 'Subject', 'alpine', 'EVENT_OPEN', 'File', '/etc/pwd.db', '2018-04-03 13:14:39.671824967~2018-04-03 16:02:54.611606789_0')
('2018-04-03 13:19:19.331808', 1522775959331807652, 'Subject', 'alpine', 'EVENT_OPEN', 'File', '/usr/share/misc/termcap.db', '2018-04-03 13:14:39.671824967~2018-04-03 16:02:54.611606789_0')
('2018-04-03 13:16:53.681812', 1522775813681812088, 'Subject', 'alpine', 'EVENT_WRITE', 'File', '/dev/tty', '2018-04-03 13:14:39.671824967~2018-04-03 16:02:54.611606789_0')
('2018-04-03 13:15:25.281824', 1522775725281823542, 'Subject', 'alpine', 'EVENT_CLOSE', 'File', '/var/mail/user', '2018-04-03 13:14:39.671824967~2018-04-03 16:02:54.611606789_0')
('2018-04-03 13:16:53.671810', 1522775813671809643, 'Subject', 'alpine', 'EVENT_CLOSE', 'File', '/usr/share/zoneinfo/posixrules', '2018-04-03 13:14:39.671824967~2018-04-03 16:02:54.611606789_0')
('2018-04-03 13:19:19.261807', 1522775959261806503, 'Subject', 'alpine', 'EVENT_OPEN', 'File', '/var/run/ld-elf.so.hints', '2018-04-03 13:14:39.671824967~2018-04-03 16:02:54.611606789_0')
('2018-04-03 13:15:25.211824', 1522775725211823753, 'Subject', 'alpine', 'EVENT_CLOSE', 'File', '/usr/share/zoneinfo/UTC', '2018-04-03 13:14:39.671824967~2018-04-03 16:02:54.611606789_0')
('2018-04-03 15:58:01.951594', 1522785481951594303, 'Subject', 'bash', 'EVENT_OPEN', 'File', '/home/user/.bash_history', '2018-04-03 13:14:39.671824967~2018-04-03 16:02:54.611606789_0')
('2018-04-03 16:02:54.581600', 1522785774581599701, 'Subject', 'bash', 'EVENT_EXECUTE', 'File', '/usr/local/bin/bash', '2018-04-03 13:14:39.671824967~2018-04-03 16:02:54.611606789_0')
('2018-04-03 16:02:54.601599', 1522785774601598713, 'Subject', 'bash', 'EVENT_OPEN', 'File', '/etc/pwd.db', '2018-04-03 13:14:39.671824967~2018-04-03 16:02:54.611606789_0')
('2018-04-03 15:51:53.821606', 1522785113821605666, 'Subject', 'bash', 'EVENT_OPEN', 'File', '/usr/share/misc/termcap.db', '2018-04-03 13:14:39.671824967~2018-04-03 16:02:54.611606789_0')
('2018-04-03 15:52:04.241605', 1522785124241604679, 'Subject', 'bash', 'EVENT_WRITE', 'File', '/dev/tty', '2018-04-03 13:14:39.671824967~2018-04-03 16:02:54.611606789_0')
('2018-04-03 15:58:00.641598', 1522785480641598065, 'Subject', 'bash', 'EVENT_OPEN', 'File', '/var/run/ld-elf.so.hints', '2018-04-03 13:14:39.671824967~2018-04-03 16:02:54.611606789_0')
('2018-04-03 16:02:54.611607', 1522785774611606789, 'Subject', 'bash', 'EVENT_CLOSE', 'File', '/home/user/.profile', '2018-04-03 13:14:39.671824967~2018-04-03 16:02:54.611606789_0')
('2018-04-03 16:02:54.581600', 1522785774581599701, 'Subject', 'bash', 'EVENT_OPEN', 'File', '/etc/login.conf', '2018-04-03 13:14:39.671824967~2018-04-03 16:02:54.611606789_0')
('2018-04-03 15:58:00.651601', 1522785480651600801, 'Subject', 'bash', 'EVENT_CLOSE', 'File', '/etc/nsswitch.conf', '2018-04-03 13:14:39.671824967~2018-04-03 16:02:54.611606789_0')
('2018-04-03 16:00:00.811592', 1522785600811591749, 'Subject', 'imapd', 'EVENT_OPEN', 'File', '/etc/pwd.db', '2018-04-03 13:14:39.671824967~2018-04-03 16:02:54.611606789_0')
('2018-04-03 15:51:53.951606', 1522785113951605701, 'Subject', 'top', 'EVENT_OPEN', 'File', '/usr/share/misc/termcap.db', '2018-04-03 13:14:39.671824967~2018-04-03 16:02:54.611606789_0')
('2018-04-03 15:49:41.671606', 1522784981671606133, 'Subject', 'top', 'EVENT_OPEN', 'File', '/etc/pwd.db', '2018-04-03 13:14:39.671824967~2018-04-03 16:02:54.611606789_0')
('2018-04-03 13:14:39.881816', 1522775679881816284, 'Subject', 'local', 'EVENT_OPEN', 'File', '/var/mail/user', '2018-04-03 13:14:39.671824967~2018-04-03 16:02:54.611606789_0')
('2018-04-03 13:14:39.671825', 1522775679671824967, 'Subject', 'local', 'EVENT_OPEN', 'File', '/etc/pwd.db', '2018-04-03 13:14:39.671824967~2018-04-03 16:02:54.611606789_0')
('2018-04-03 16:00:00.821592', 1522785600821591935, 'Netflow', '128.55.12.10:53', 'EVENT_RECVFROM', 'Subject', 'imapd', '2018-04-03 11:30:01.071955493~2018-04-03 16:00:01.051590643_0')
('2018-04-03 16:00:00.841594', 1522785600841593866, 'Subject', 'imapd', 'EVENT_WRITE', 'File', '/tmp/.31.29ada', '2018-04-03 11:30:01.071955493~2018-04-03 16:00:01.051590643_0')
('2018-04-03 11:30:01.071955', 1522769401071955493, 'Subject', 'imapd', 'EVENT_WRITE', 'Netflow', '128.55.12.166:33748', '2018-04-03 11:30:01.071955493~2018-04-03 16:00:01.051590643_0')
('2018-04-03 11:30:01.451954', 1522769401451953934, 'Subject', 'imapd', 'EVENT_WRITE', 'Netflow', '128.55.12.166:59506', '2018-04-03 11:30:01.071955493~2018-04-03 16:00:01.051590643_0')
('2018-04-03 16:00:00.611591', 1522785600611591088, 'Subject', 'imapd', 'EVENT_EXECUTE', 'File', '/usr/local/libexec/imapd', '2018-04-03 11:30:01.071955493~2018-04-03 16:00:01.051590643_0')
('2018-04-03 16:00:00.821592', 1522785600821591935, 'Subject', 'imapd', 'EVENT_SENDTO', 'Netflow', '128.55.12.10:53', '2018-04-03 11:30:01.071955493~2018-04-03 16:00:01.051590643_0')
('2018-04-03 16:00:00.811592', 1522785600811591749, 'Subject', 'imapd', 'EVENT_OPEN', 'File', '/etc/pwd.db', '2018-04-03 11:30:01.071955493~2018-04-03 16:00:01.051590643_0')
('2018-04-03 16:00:00.801595', 1522785600801595022, 'Subject', 'imapd', 'EVENT_OPEN', 'File', '/etc/spwd.db', '2018-04-03 11:30:01.071955493~2018-04-03 16:00:01.051590643_0')
('2018-04-03 16:00:00.611591', 1522785600611591088, 'Subject', 'imapd', 'EVENT_OPEN', 'File', '/var/run/ld-elf.so.hints', '2018-04-03 11:30:01.071955493~2018-04-03 16:00:01.051590643_0')
('2018-04-03 16:00:00.801595', 1522785600801595022, 'Subject', 'imapd', 'EVENT_OPEN', 'File', '/usr/local/etc/c-client.cf', '2018-04-03 11:30:01.071955493~2018-04-03 16:00:01.051590643_0')
('2018-04-03 16:00:00.761592', 1522785600761592368, 'Subject', 'imapd', 'EVENT_OPEN', 'File', '/etc/pam.d/imap', '2018-04-03 11:30:01.071955493~2018-04-03 16:00:01.051590643_0')
('2018-04-03 16:00:00.641592', 1522785600641592366, 'Subject', 'imapd', 'EVENT_CLOSE', 'File', '/usr/share/zoneinfo/posixrules', '2018-04-03 11:30:01.071955493~2018-04-03 16:00:01.051590643_0')
('2018-04-03 13:18:14.431809', 1522775894431808735, 'Subject', 'imapd', 'EVENT_WRITE', 'File', '/tmp/.31.29d08', '2018-04-03 11:30:01.071955493~2018-04-03 16:00:01.051590643_0')
('2018-04-03 13:17:30.151821', 1522775850151820906, 'Subject', 'imapd', 'EVENT_CLOSE', 'File', '/home/george/Sent', '2018-04-03 11:30:01.071955493~2018-04-03 16:00:01.051590643_0')
('2018-04-03 13:17:51.711808', 1522775871711807930, 'Subject', 'imapd', 'EVENT_WRITE', 'File', '/var/mail/george', '2018-04-03 11:30:01.071955493~2018-04-03 16:00:01.051590643_0')
('2018-04-03 13:17:16.391810', 1522775836391810078, 'Subject', 'imapd', 'EVENT_WRITE', 'File', '/tmp/.31.29adf', '2018-04-03 11:30:01.071955493~2018-04-03 16:00:01.051590643_0')
('2018-04-03 13:14:50.921816', 1522775690921816352, 'Subject', 'imapd', 'EVENT_WRITE', 'Netflow', '128.55.12.118:37614', '2018-04-03 11:30:01.071955493~2018-04-03 16:00:01.051590643_0')
('2018-04-03 13:18:35.791813', 1522775915791812507, 'Subject', 'imapd', 'EVENT_WRITE', 'Netflow', '128.55.12.118:37623', '2018-04-03 11:30:01.071955493~2018-04-03 16:00:01.051590643_0')
('2018-04-03 13:17:30.151821', 1522775850151820906, 'Subject', 'imapd', 'EVENT_WRITE', 'Netflow', '128.55.12.118:37616', '2018-04-03 11:30:01.071955493~2018-04-03 16:00:01.051590643_0')
('2018-04-03 13:14:39.531814', 1522775679531813588, 'Subject', 'imapd', 'EVENT_WRITE', 'File', '/tmp/tmp.Ekg0X6', '2018-04-03 11:30:01.071955493~2018-04-03 16:00:01.051590643_0')
('2018-04-03 13:18:35.851815', 1522775915851814562, 'Subject', 'imapd', 'EVENT_WRITE', 'Netflow', '128.55.12.118:37619', '2018-04-03 11:30:01.071955493~2018-04-03 16:00:01.051590643_0')
('2018-04-03 13:18:35.781810', 1522775915781809723, 'Subject', 'imapd', 'EVENT_WRITE', 'Netflow', '128.55.12.118:37620', '2018-04-03 11:30:01.071955493~2018-04-03 16:00:01.051590643_0')
('2018-04-03 13:18:14.411810', 1522775894411810037, 'Subject', 'imapd', 'EVENT_WRITE', 'Netflow', '128.55.12.118:37621', '2018-04-03 11:30:01.071955493~2018-04-03 16:00:01.051590643_0')
('2018-04-03 13:14:29.111824', 1522775669111823737, 'Subject', 'imapd', 'EVENT_WRITE', 'Netflow', '128.55.12.118:37612', '2018-04-03 11:30:01.071955493~2018-04-03 16:00:01.051590643_0')
('2018-04-03 13:14:50.981813', 1522775690981813327, 'Subject', 'imapd', 'EVENT_WRITE', 'Netflow', '128.55.12.118:37611', '2018-04-03 11:30:01.071955493~2018-04-03 16:00:01.051590643_0')
('2018-04-03 13:18:23.911811', 1522775903911810648, 'Subject', 'imapd', 'EVENT_WRITE', 'File', '/tmp/tmp.OX9SOV', '2018-04-03 11:30:01.071955493~2018-04-03 16:00:01.051590643_0')
('2018-04-03 13:17:40.201812', 1522775860201811545, 'Subject', 'imapd', 'EVENT_WRITE', 'File', '/tmp/tmp.DcKbpZ', '2018-04-03 11:30:01.071955493~2018-04-03 16:00:01.051590643_0')
('2018-04-03 13:17:51.671813', 1522775871671813043, 'Subject', 'imapd', 'EVENT_WRITE', 'Netflow', '128.55.12.118:37618', '2018-04-03 11:30:01.071955493~2018-04-03 16:00:01.051590643_0')
